year,km_driven,mileage,engine,max_power,seats
2010,100000,13.93,2179,138.1,7
2016,50000,18.49,1493,100.0,7
2010,40000,19.369999999999997,1248,81.86,5
2018,5000,18.9,1197,81.86,5
2017,12000,17.1,1956,170.0,5
2007,50000,15.26,1150,74.9,5
2014,70000,15.1,2179,140.0,7
2015,50000,21.4,1197,83.1,5
2012,40000,16.47,1198,73.9,5
2014,30000,19.1,1197,82.0,5
2018,15000,24.7,796,47.3,5
2015,40000,17.4,1497,117.3,5
2017,40000,19.49,1198,67.04,5
2013,60000,18.6,1197,85.8,5
2013,67000,18.6,1197,85.8,5
2010,60000,17.5,1298,85.8,5
2017,60000,22.5,999,67.0,5
2016,30000,23.84,1199,84.0,5
2016,50000,18.16,1197,78.8,5
2006,200000,13.1,1997,141.1,5
2016,14000,18.15,1198,82.0,6
2015,70000,13.58,2499,72.4,9
2010,94000,21.1,1248,75.0,5
2015,197000,13.58,2499,72.4,10
2015,79000,25.83,1498,99.0,5
2008,120000,18.7,1896,66.0,5
2019,30000,17.3,1497,121.0,8
2018,20000,20.51,998,67.04,5
2018,17000,20.51,998,67.04,5
2018,20000,18.6,1197,81.83,5
2016,60000,25.17,799,53.3,5
2007,70000,15.0,1086,66.6,5
2017,150000,17.6,2179,153.86,7
2017,35000,17.6,2179,153.86,7
2010,60000,23.03,1396,69.0,5
2018,60000,26.6,998,58.16,5
2017,57000,17.8,1198,86.7,5
2012,120000,17.8,1405,70.0,5
2017,30000,23.01,999,67.0,5
2016,175000,23.4,1248,74.0,5
2010,90000,17.0,1405,70.0,5
2009,110000,17.2,1396,53.5,5
2015,35000,18.6,1197,81.83,5
2017,81000,13.68,2393,147.8,7
2017,60000,17.6,2179,153.86,7
2016,60000,26.0,1498,98.6,5
2016,70000,13.7,1991,183.0,5
2010,83000,19.369999999999997,1248,81.86,5
2015,50000,25.8,1498,98.6,5
2018,65000,19.02,1198,67.05,7
2013,80000,22.07,1199,73.9,5
2017,35000,21.21,1197,81.8,5
2007,70000,18.2,998,67.1,5
2015,100000,19.81,1086,68.05,5
2018,55000,14.8,1591,121.3,5
2013,80000,12.99,2494,100.6,7
2016,40000,17.43,1396,105.5,5
2013,108916,20.51,998,67.04,5
2016,50000,26.0,1498,98.6,5
2012,90000,17.92,1086,62.1,5
2004,70000,19.7,796,46.3,5
2012,90000,23.0,1396,90.0,5
2009,70000,21.1,1248,73.9,5
2018,31000,25.32,1198,77.0,6
2009,120000,19.3,1248,73.9,5
2016,40000,18.6,1197,81.83,5
2015,180000,25.2,1248,74.0,5
2011,90000,18.9,998,67.1,5
2006,59000,18.9,998,67.1,5
2014,60000,21.1,814,55.2,5
2005,89500,19.369999999999997,1248,81.86,5
2005,70000,18.9,998,67.1,5
2009,190000,17.0,1405,71.0,5
2013,180000,20.8,1461,64.1,5
2010,150000,11.5,2982,171.0,7
2007,130000,16.52,1991,123.7,5
2013,120000,22.32,1582,126.3,5
2009,80000,17.88,1396,52.8,5
2014,80000,22.32,1582,126.32,5
1997,60000,16.1,796,37.0,4
2011,120000,22.07,1199,73.9,5
2018,51000,25.1,1248,88.5,5
2007,60000,17.7,1497,78.0,5
2009,220000,12.8,2494,102.0,8
2017,20000,24.7,796,47.3,5
2017,40000,23.95,998,67.05,5
2016,35000,16.2,1199,74.0,5
2011,90000,19.0,998,66.1,5
2015,140000,15.1,2179,140.0,7
2007,104000,17.2,1396,53.5,5
2015,53000,24.0,1120,70.0,5
2015,16000,18.06,2523,63.0,7
2019,7200,21.1,998,100.5,5
2011,77000,22.07,1199,73.9,5
2017,40000,25.32,1198,77.0,6
2012,70000,19.3,1248,73.9,5
2017,50000,18.12,1196,86.8,5
2015,85000,13.45,1086,62.1,5
2016,58000,15.37,1196,73.0,7
2013,85000,16.55,2498,105.0,7
2014,65000,19.1,1197,81.86,5
2017,120000,25.32,1198,77.0,6
2013,50000,17.92,1086,62.1,5
2018,30000,20.51,998,67.0,5
2014,58000,23.95,998,67.05,5
2011,70000,25.44,936,57.6,5
2018,110000,20.65,1248,88.7,5
2003,65000,18.9,998,67.1,5
2014,90000,19.68,1399,67.0,5
2008,200000,13.6,2523,63.0,7
2014,100000,19.68,1399,67.0,5
2012,80000,20.0,1399,68.0,5
2017,60000,17.45,1493,100.0,7
2016,40000,23.95,998,67.05,5
2015,50000,26.21,1248,88.5,5
2015,110000,20.51,998,67.04,5
2011,50000,23.57,1396,70.0,5
2018,30000,18.49,1493,100.0,7
2006,70000,16.1,796,37.0,4
2012,80000,20.92,998,67.1,5
2005,100000,19.369999999999997,1248,81.86,5
2016,15000,20.4,1197,81.8,5
2009,63000,19.369999999999997,1248,81.86,5
2016,88000,21.66,1498,103.52,5
2014,80000,12.99,2494,100.6,7
2018,59865,15.1,2179,152.87,7
2016,60000,21.49,1498,108.5,5
2015,72000,22.54,1396,88.73,5
2017,68140,18.0,1497,117.6,5
2014,53190,28.4,1248,74.0,5
2014,70100,22.54,1396,88.73,5
2018,47725,27.3,1498,98.6,5
2014,70195,28.4,1248,74.02,5
2011,77395,20.0,1399,68.0,5
2019,17000,17.3,1497,121.0,8
2013,64000,14.62,1498,113.42,5
2014,74321,25.44,936,56.3,5
2013,80235,28.4,1248,74.02,5
2016,77150,17.01,1582,126.2,5
2015,69000,22.15,1498,108.6,5
2010,116000,18.7,1896,66.0,5
2015,80000,23.9,1582,126.32,5
2018,26000,28.4,1248,74.0,5
2018,100000,28.4,1248,74.0,5
2012,82300,26.83,796,38.4,5
2017,82050,19.3,1248,73.9,5
2012,74500,19.369999999999997,1248,81.86,5
2012,120000,15.1,2179,140.0,7
2018,30000,24.04,999,67.0,5
2019,6000,19.5,1199,88.76,5
2017,30000,18.6,1197,81.83,5
2010,70000,26.83,796,38.4,5
2008,120000,17.8,1248,75.0,5
2014,80000,24.0,1120,70.0,5
2008,110000,17.2,1396,53.5,5
2009,70000,13.2,1495,94.0,5
2019,13000,17.19,1197,81.86,5
2011,165000,21.1,1248,73.9,5
2013,120000,13.58,2499,72.4,10
2017,30000,18.49,1493,100.0,7
2011,100000,20.54,1598,103.6,5
2007,187000,19.2,1461,65.0,5
2016,70000,24.3,1248,88.5,5
2016,40000,20.4,1197,81.8,5
2015,46000,24.5,1498,98.6,7
2017,24400,27.39,1248,74.0,5
2018,29899,22.15,1498,108.6,5
2017,34000,21.04,1461,83.8,8
2018,31000,17.4,1197,81.86,5
2016,46000,11.45,2776,197.2,7
2016,121000,12.08,2999,161.0,7
2017,60000,0.0,1950,194.0,5
2016,10000,23.1,998,67.04,5
2018,6000,17.9,2143,170.0,5
2015,59235,19.67,1582,126.2,5
2019,21000,16.78,1995,190.0,5
2014,48000,25.8,1498,98.6,5
2018,114000,14.95,2489,93.7,7
2011,120000,19.3,1248,73.9,5
2013,144000,21.9,1396,88.8,5
2016,190000,24.3,1248,88.5,5
2015,190000,12.99,2494,100.6,7
2019,20000,28.4,1248,74.0,5
2012,100000,19.3,1248,73.9,5
2008,60000,16.8,1405,68.0,5
2006,201000,17.8,1399,68.0,5
2011,110000,20.54,1598,103.6,5
2014,77215,25.2,1248,74.0,5
2005,50000,19.369999999999997,1248,81.86,5
2015,48228,18.7,1199,88.7,5
2010,72179,19.369999999999997,1248,81.86,5
2016,50856,26.0,1498,98.6,5
2015,59292,28.4,1248,74.0,5
2018,10000,23.1,998,67.04,5
2018,21147,21.4,1197,83.1,5
2017,69000,25.6,1498,97.9,5
2018,16000,28.4,1248,74.0,5
2017,37000,21.01,1197,81.8,5
2016,61173,27.62,793,47.0,5
2016,77321,19.369999999999997,1248,81.86,5
2016,30000,18.25,1968,187.74,5
2014,75000,15.1,2179,140.0,7
2018,17000,21.01,1197,81.8,5
2008,100000,17.8,1248,75.0,5
2016,91567,16.0,2179,140.0,7
2017,50000,23.1,998,67.04,5
2017,60000,18.9,1197,81.86,5
2014,33400,17.43,1396,105.5,5
2015,36000,20.4,1197,83.11,5
2011,180000,20.0,1399,68.0,5
2012,80000,20.92,998,67.1,5
2007,120000,19.7,796,46.3,5
2017,80000,28.4,1248,74.02,5
2018,120000,28.4,1248,74.02,5
2014,110000,19.09,1405,69.01,5
2018,70000,23.59,1364,67.04,5
2014,120000,14.95,2489,93.7,7
2012,92686,21.9,1396,88.76,5
2012,80000,21.02,1248,88.76,5
2015,70000,16.0,2179,140.0,7
2009,117000,17.8,1248,75.0,5
2007,100000,16.6,1896,122.4,5
2012,83000,15.74,1591,121.3,5
2016,67600,14.81,1998,163.7,5
2013,100000,25.8,1498,98.6,5
2010,100000,15.0,1896,105.0,5
2010,90000,23.0,1396,90.0,5
2012,140000,20.5,1598,103.5,5
2018,25000,21.21,1197,81.8,5
2018,20000,13.68,2393,147.8,8
2012,30000,16.1,796,37.0,4
2018,42000,18.6,1197,81.83,5
2018,10000,20.3,998,68.05,5
2012,13000,20.92,998,67.1,5
2019,6500,20.0,999,72.0,7
2013,49500,21.1,814,55.2,5
2011,50000,23.0,1396,90.0,5
2011,175000,23.57,1396,70.0,5
2011,175000,23.03,1396,69.0,5
2003,120000,19.369999999999997,1248,81.86,5
2014,110000,23.2,1248,73.94,5
2012,112048,17.5,1298,85.8,5
2010,98000,17.0,1497,118.0,5
2015,41000,15.1,2179,140.0,7
2016,120000,13.58,2499,72.4,10
2018,116000,23.59,1364,67.05,5
2020,1000,21.21,1197,81.8,5
2018,15000,17.36,1197,81.86,5
2018,5000,25.1,1248,88.5,5
2019,3500,23.84,1199,83.83,5
2009,91000,19.369999999999997,1248,81.86,5
2017,56000,25.83,1498,99.0,5
2013,215000,12.99,2494,100.0,7
2012,40000,15.1,2179,140.0,7
2010,70000,19.369999999999997,1248,81.86,5
2013,120000,23.2,1248,73.94,5
2017,30400,18.5,1198,86.8,5
2017,24000,21.9,1498,98.6,7
2017,30646,15.4,1497,117.3,7
2017,15000,23.9,1582,126.2,5
2017,50000,22.27,1498,108.6,5
2017,34000,21.1,814,55.2,5
2016,40000,19.7,2143,134.1,5
2017,50000,22.0,1498,108.495,5
2011,84000,20.0,1399,68.0,5
2019,25000,20.3,1086,68.0,5
2018,14681,19.369999999999997,1248,81.86,5
2015,52000,25.83,1498,99.0,5
2019,18500,20.3,1086,68.0,5
2012,50000,23.03,1396,69.0,5
2017,35000,22.5,999,67.0,5
2016,15500,16.78,1496,88.73,5
2013,120000,19.09,1396,69.0,5
2012,60000,25.0,1396,69.0,5
2014,43011,18.88,999,123.37,5
2017,15000,25.83,1498,99.0,5
2011,110000,13.6,2523,63.0,7
2005,70000,19.7,796,46.3,5
2010,110000,17.0,1405,71.0,5
2016,80000,21.19,1396,88.73,5
2018,25000,18.16,1196,86.8,5
2020,1000,20.3,1086,68.07,5
2007,60000,16.1,796,37.0,4
2015,80000,21.04,1461,83.8,8
2017,120000,17.1,1956,170.0,5
2013,110000,15.3,1193,65.3,5
2010,110000,20.4,1248,91.7,5
2007,200000,12.8,2494,102.0,8
2013,80000,19.33,1968,138.1,5
2019,24000,28.4,1248,74.02,5
2013,150000,23.4,1248,74.0,5
2015,60000,25.17,799,53.3,5
2014,116000,19.01,1461,108.45,5
2018,30000,25.32,1198,77.0,6
2014,33000,11.3,2987,254.8,7
2020,25000,21.66,1498,108.62,5
2014,60000,17.68,1968,174.33,5
2007,121000,18.1,1493,110.0,5
2010,120000,16.8,1493,110.0,5
2007,120000,18.1,1493,110.0,5
2011,110000,16.47,1198,73.9,5
2013,84000,16.96,1968,138.03,5
2004,120000,10.1,2354,152.0,5
2015,73500,19.67,1582,126.2,5
2016,34000,24.4,1120,71.0,5
2019,23000,20.45,1461,108.5,5
2008,163000,17.8,1399,68.0,5
2017,50000,11.36,2755,171.5,7
2019,10500,25.6,1498,97.9,5
2000,280000,14.8,1998,68.0,5
2013,155000,20.54,1598,103.6,5
2010,163000,17.8,1399,68.0,5
2008,75000,17.7,1497,78.0,5
2008,56000,19.369999999999997,1248,81.86,5
2014,120000,26.0,1498,98.6,5
2007,120000,17.88,1396,52.8,5
2007,175000,18.7,1896,66.0,5
2009,80000,18.9,998,67.1,5
2015,84000,23.1,998,67.04,5
2010,50000,15.6,1196,70.0,5
2011,30000,19.81,1086,68.05,5
2018,2388,18.6,1197,81.83,5
2014,80000,21.1,814,55.2,5
2018,13000,20.4,1194,94.93,5
2016,35000,21.4,1197,83.1,5
2015,120000,21.03,1461,65.0,5
2014,50000,17.57,1193,88.7,5
2012,110000,22.32,1582,126.32,5
2013,70000,15.1,2179,140.0,7
2011,100000,20.3,1248,75.0,5
2015,20000,18.9,1197,81.86,5
2018,60000,28.4,1248,74.02,5
2012,75000,23.08,1461,63.12,5
2006,110000,19.369999999999997,1248,81.86,5
2006,90000,19.369999999999997,1248,81.86,5
2006,110000,16.8,1405,62.0,5
2004,120000,14.4,1599,94.0,5
2009,48000,17.0,1405,71.0,5
2014,72000,18.6,1197,81.83,5
2015,51000,22.0,1197,81.8,5
2017,29000,20.89,1197,81.8,5
2015,28000,20.52,1197,81.8,5
2011,97000,25.2,1248,74.0,5
2018,59000,28.4,1248,74.02,5
2019,27000,28.4,1248,74.02,5
2014,69000,15.1,2179,140.0,7
2018,15000,25.1,1248,88.5,5
2019,35700,28.4,1248,74.02,5
2012,120000,22.32,1582,126.32,5
2013,120000,22.07,1199,73.9,5
2013,80000,22.07,1199,73.9,5
2010,120000,20.92,998,67.1,5
2017,36000,27.39,1248,74.0,5
2014,120000,23.59,1364,67.04,5
2017,9000,16.8,796,34.2,8
2012,50000,25.4,624,37.48,4
2019,35000,23.01,999,67.0,5
2011,130000,14.0,2498,112.0,7
2010,70000,20.0,1399,68.0,5
2012,90000,19.3,1248,73.9,5
2018,35000,17.0,1198,108.5,5
2012,80000,16.47,1198,73.9,5
2008,120000,17.8,1248,75.0,5
2015,30000,17.71,1197,78.9,5
2016,60000,23.9,1582,126.2,5
2007,200000,16.6,1896,122.4,5
2017,101000,22.77,1498,98.59,5
2007,110000,17.8,1399,68.0,5
2014,136000,12.99,2494,100.6,8
2011,250000,14.8,2499,80.0,7
2012,74000,17.3,1998,163.7,5
2010,265000,14.8,2499,80.0,9
2015,22700,18.7,1199,88.7,5
2011,36000,15.37,1196,73.0,5
2015,57000,26.59,1248,74.0,5
2018,33000,27.28,1047,69.0,5
2012,59000,16.02,1373,93.7,7
2012,200000,20.54,1598,103.6,5
2011,80000,15.6,1196,70.0,5
2012,70000,13.2,995,60.2,5
2018,50000,22.7,799,53.64,5
2011,118000,21.1,1248,73.9,5
2014,250000,19.1,1405,70.0,5
2018,20000,21.5,1497,108.5,5
2018,21871,21.5,1497,108.5,5
2016,120000,25.32,1198,77.0,6
2014,100000,19.1,1405,70.0,5
2012,50000,15.96,2523,62.1,7
2014,50000,19.369999999999997,1248,81.86,5
2015,70000,22.74,796,47.3,5
2018,25000,23.84,1199,84.0,5
2017,25000,24.7,796,47.3,5
2018,50000,24.7,796,47.3,5
2018,14000,21.5,1497,108.5,5
2013,76000,15.96,2523,62.1,7
2020,3000,15.04,2755,174.5,7
2016,139000,18.49,1493,100.0,7
2014,100000,15.04,1598,103.2,5
2015,60000,19.67,1582,126.2,5
2013,37659,20.77,1248,88.8,7
2012,89000,23.2,1248,73.94,5
2018,5000,23.84,1199,84.0,5
2013,21000,18.9,1197,81.86,5
2017,10000,23.95,998,67.05,5
2017,30000,28.4,1248,74.02,5
2015,19800,15.37,1196,73.0,7
2011,90000,21.1,1248,73.9,5
2007,80000,17.3,1061,64.0,5
2013,120000,20.77,1248,88.76,7
2012,120000,19.3,1248,73.9,5
2017,50000,24.0,1186,73.97,5
2014,167000,25.1,1498,98.6,5
2008,80000,16.0,995,63.0,5
2014,17000,18.6,1197,81.83,5
2015,60000,25.2,1248,74.0,5
2006,198000,18.9,998,67.1,5
2015,60000,24.4,1120,71.0,5
2011,40000,18.0,995,62.0,5
2011,90000,19.7,796,46.3,5
2010,80000,19.7,796,46.3,5
2003,164000,19.7,796,46.3,5
2011,70000,13.6,2523,63.0,7
2016,74000,13.7,1997,153.86,5
2017,26500,17.6,2179,147.94,7
2016,45629,18.9,1197,81.86,5
2019,3500,18.15,998,118.35,5
2019,35000,16.5,1493,70.0,7
2018,15000,18.15,1198,82.0,6
2018,14000,20.51,998,67.04,5
2019,20000,17.0,1197,110.0,5
2017,68850,18.9,998,67.1,5
2016,45775,23.84,1199,84.0,5
2012,70000,16.2,995,62.1,5
2015,68203,21.79,998,67.05,5
2014,30000,18.9,1197,81.86,5
2018,25000,25.17,799,53.3,5
2016,90000,19.87,1461,83.8,5
2008,70000,19.7,796,35.0,8
2008,70000,19.369999999999997,1248,81.86,5
2014,31000,20.36,1197,78.9,5
2014,70000,15.4,2179,120.0,7
2015,20000,21.94,1196,61.7,5
2008,29000,16.1,796,37.0,4
2012,82507,13.93,2179,138.03,7
2010,60000,18.6,1199,79.4,5
2018,10000,23.95,998,67.05,5
2004,70000,19.369999999999997,1248,81.86,5
2008,59400,16.1,796,37.0,4
2017,56800,12.4,2499,134.0,5
2014,60000,16.55,1968,147.51,5
2019,2286,18.15,998,118.35,5
2018,15732,22.0,1197,81.8,5
2019,13000,18.06,2523,63.0,7
2018,33000,20.89,1197,81.8,5
2017,49523,17.0,1497,118.0,5
2018,48000,24.3,1248,88.5,5
2018,17000,24.3,1248,88.5,5
2018,36521,24.3,1248,88.5,5
2017,90000,22.0,1197,81.8,5
1998,80000,17.3,993,60.0,5
2017,35000,25.17,799,53.3,5
2018,22000,20.3,1199,84.0,5
2017,70000,20.51,998,67.04,5
2016,52000,12.55,2982,168.5,7
2017,49000,25.4,1186,73.97,5
2015,50000,28.09,1248,88.5,5
2013,65000,28.4,1248,74.0,5
2015,35000,19.7,2143,134.1,5
2007,58000,16.8,1493,110.0,5
2011,56000,25.44,936,57.6,5
2010,61000,20.4,1248,91.7,5
2013,61000,21.64,1461,84.8,5
2008,61000,17.1,1493,110.0,5
2011,64481,20.5,1598,103.5,5
2011,65000,20.54,1598,103.6,5
2009,80000,22.48,1995,187.74,5
2014,70000,11.74,2987,254.8,5
2009,30000,18.0,995,62.0,5
2011,200000,17.0,1405,71.0,5
2014,230000,15.73,1968,174.33,5
2016,100000,20.3,998,68.05,5
2011,95000,11.79,2179,120.0,8
2006,140000,17.7,1497,78.0,5
2017,70000,17.3,1497,117.3,7
2010,88000,18.8,1248,90.0,5
2012,200000,15.1,2179,140.0,7
2012,155000,16.07,1995,181.0,4
2005,80000,18.9,998,67.1,5
2013,80000,16.95,1498,97.7,5
2014,40000,28.4,1248,74.0,5
2014,40000,25.2,1248,74.0,5
2017,47000,26.0,1498,98.6,5
2017,49060,22.0,1498,108.495,5
2013,18000,22.74,796,47.3,5
2018,37161,22.7,1498,89.84,5
2016,80000,19.67,1582,126.2,5
2012,28000,25.4,624,37.5,4
2013,100000,15.74,1591,121.3,5
2014,120000,20.14,1498,88.8,5
2013,70000,18.2,1248,73.8,7
2015,74000,19.67,1582,126.2,5
2017,20000,17.0,1591,121.3,5
2012,68000,23.4,1248,74.0,5
2014,60175,18.2,1199,82.5,5
2017,49957,25.83,1498,99.0,5
2017,43235,24.29,1498,99.0,5
2018,50699,22.77,1498,98.59,5
2016,111000,21.19,1396,88.73,5
2018,48000,21.1,998,100.5,5
2007,90000,17.8,1248,75.0,5
2015,80000,15.3,2956,83.83,7
2017,100000,18.16,1196,86.8,5
2011,90000,20.0,1399,68.0,5
2014,90000,23.59,1364,67.06,5
2016,120000,13.68,2393,147.8,8
2009,82000,14.53,1798,138.0,5
2008,80000,13.5,1995,52.0,5
2017,40000,24.3,1248,88.5,5
2017,60000,24.3,1248,88.5,5
2010,70000,21.1,1248,73.9,5
2017,45500,23.9,1582,126.2,5
2014,120000,12.99,2494,100.6,8
2008,100000,19.7,796,46.3,5
2013,92000,20.77,1248,88.76,7
2014,141000,25.2,1248,74.0,5
2015,50000,17.8,1198,86.7,5
2009,113000,15.3,1193,65.3,5
2011,1,15.1,1196,73.0,5
2014,50074,24.0,1120,70.0,5
2014,100000,22.54,1396,88.73,5
2017,35000,15.37,1196,73.0,7
2018,60000,23.0,1498,98.96,5
2011,70000,14.21,2143,203.0,5
2017,10000,21.4,1197,83.1,5
2015,35000,25.2,1248,74.0,5
2019,5000,20.52,1197,81.8,5
2016,33000,13.68,2393,147.8,7
2017,27000,22.95,1248,74.0,5
2018,25000,19.0,1194,94.68,5
2016,30154,25.2,1248,74.0,5
2018,20000,20.14,1197,81.86,5
2019,17000,18.0,1969,190.0,5
2016,100000,20.4,1197,81.8,5
2017,54000,24.7,796,47.3,5
2015,80000,18.49,1493,100.0,7
1999,100000,16.1,796,37.0,4
2018,70000,25.4,1186,73.97,5
2018,50000,27.39,1248,74.0,5
2018,40000,22.0,1582,126.2,5
2012,45000,20.36,1197,78.9,5
2019,5000,23.84,1199,84.0,5
2012,70000,18.6,1199,79.4,5
2017,26263,21.1,814,55.2,5
2016,100000,18.15,1198,82.0,5
2013,80000,25.0,1493,113.42,5
2016,108000,23.65,1248,88.5,5
2017,25000,22.0,1197,81.8,5
2018,11000,15.8,1591,121.3,5
2019,5000,21.7,998,67.0,5
2014,90000,22.9,1248,74.0,5
2018,30000,24.7,796,47.3,5
2018,5500,17.4,1497,117.6,5
2000,90000,19.7,796,46.3,5
2012,65000,21.1,814,55.2,5
2014,60000,22.32,1582,126.32,5
2015,120000,25.2,1248,74.0,5
2018,12000,20.37,1461,108.45,5
2019,32000,28.09,1248,88.5,5
2009,60000,19.7,796,46.3,5
2011,84925,16.07,1995,181.0,5
2007,120000,17.8,1086,63.0,5
2015,170000,12.99,2494,100.6,7
2014,105000,21.7,1498,98.96,5
2019,9500,18.16,1196,86.8,5
2017,50000,18.9,1197,82.0,5
2014,50000,25.0,1396,69.01,5
2013,90000,16.02,1373,93.7,7
2012,93000,20.77,1248,88.76,7
2015,117000,20.85,1197,83.14,5
2008,90000,17.7,1497,78.0,5
2008,80000,16.1,1298,88.2,5
2000,50000,19.369999999999997,1248,81.86,5
2016,30000,22.74,796,47.3,5
2004,40000,19.7,796,46.3,5
2015,46357,20.51,998,67.04,5
2011,80000,16.6,1388,68.0,5
2016,7000,21.04,1461,83.8,8
2016,85000,24.4,1499,98.96,5
2018,70000,22.0,1582,126.2,5
2017,56000,25.2,1248,74.0,5
2012,90000,21.9,1396,88.76,5
2017,40000,23.95,998,67.1,5
2006,80000,19.369999999999997,1248,81.86,5
2011,60000,19.81,1086,68.05,5
2015,70000,22.54,1396,88.73,5
2011,170000,20.0,1399,68.0,5
2015,95000,27.62,793,47.0,5
2018,35000,27.39,1248,74.0,5
2013,120000,22.3,1248,74.0,5
2006,175000,13.93,2179,138.1,7
2013,90000,18.9,998,67.1,5
2012,108000,17.8,1399,67.0,5
2014,70000,15.96,2523,62.1,7
2011,62000,11.72,2199,194.3,7
2012,35000,21.1,814,55.2,5
1998,40000,16.1,796,37.0,4
2008,120000,19.09,1396,69.0,5
2012,67000,20.36,1197,78.9,5
2016,46737,22.74,796,47.3,5
2014,30000,18.6,1199,76.8,5
2014,300000,15.3,2956,83.83,7
2014,195000,18.2,1248,73.8,7
2012,200000,22.32,1582,126.32,5
2018,20000,24.7,796,47.3,5
2018,30000,20.51,998,67.04,5
2016,100000,24.52,1248,88.5,7
2011,110048,20.92,998,67.1,5
2018,26000,25.4,1186,73.97,5
2007,110000,18.9,1061,67.0,5
1997,186388,14.8,1298,80.0,8
2006,70000,19.7,796,46.3,5
2017,20171,19.87,1461,108.5,5
2017,37151,27.3,1498,98.6,5
2016,15000,18.7,1199,88.7,5
2016,39000,15.9,1496,120.69,5
2015,58161,17.8,1497,117.3,5
2012,50171,11.1,2354,158.8,5
2011,40000,17.4,1497,117.6,5
2016,55161,17.8,1497,117.3,5
2012,30000,18.5,1198,86.8,5
2016,55000,17.8,1497,117.3,5
2013,50000,11.7,2354,177.6,5
2017,8000,16.6,1798,177.5,5
2015,9599,17.8,1497,117.3,5
2017,35000,17.0,1197,80.0,5
2015,28161,17.8,1497,117.3,5
2010,60000,18.0,995,62.0,5
2011,100000,13.5,2179,115.0,5
2017,165000,19.369999999999997,1248,81.86,5
2017,130000,19.0,1197,85.8,5
2015,60000,25.8,1498,98.6,5
2010,200000,12.8,2494,102.0,7
2014,82000,20.45,1461,83.8,5
2014,20000,18.9,1197,82.0,5
2013,60000,16.51,1586,103.2,5
2009,250000,12.8,2494,102.0,7
2011,100000,18.0,995,62.0,5
2007,129000,17.0,1405,70.0,5
2010,100000,11.57,2179,138.1,7
2005,100000,12.0,1493,100.0,5
2007,110000,17.8,1399,68.0,5
2017,20000,18.9,1197,81.86,5
2011,40000,18.3,1991,147.9,5
2015,25000,17.57,1193,88.7,5
2018,25000,20.51,998,67.04,5
2010,40000,16.0,1368,90.0,5
2017,28000,22.54,1396,88.73,5
2011,100000,22.32,1582,126.3,5
2012,80868,13.7,1368,88.8,5
2012,194000,20.0,1399,68.0,5
2009,151000,17.8,1248,75.0,5
2013,120000,15.1,2179,140.0,7
2018,85000,21.5,1497,108.5,5
2012,70000,20.3,1248,75.0,5
2011,128000,22.32,1582,126.32,5
2006,100000,19.369999999999997,1248,81.86,5
2006,70000,16.9,1497,100.0,5
2004,120000,13.0,1343,90.0,5
2013,100000,20.45,1461,83.8,5
2019,20000,17.8,1493,113.4,5
2018,24000,24.4,1498,98.63,5
2017,12000,23.1,998,67.04,5
2014,50000,23.59,1364,67.06,5
2010,129000,12.8,2494,102.0,8
2011,73000,19.7,796,46.3,5
1997,120000,16.1,796,37.0,4
2017,45000,23.95,998,67.1,5
2013,25000,18.5,1197,82.85,5
2017,80000,20.51,998,67.04,5
2008,191000,17.92,1086,62.1,5
2013,50000,18.9,998,67.1,5
2013,110000,18.5,1197,82.85,5
2007,119000,16.8,1493,110.0,5
2009,120000,19.3,1248,73.9,5
